dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts/s,flow_pkts/s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,fwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts/s,bwd_pkts/s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down/up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min,label
37654.0,6.0,2018-02-16 01:46:33,4097324.0,5.0,3.0,935.0,368.0,935.0,0.0,187.0,418.1447118,368.0,0.0,122.6666667,212.4648991,318.0124393,1.952493872,585332.0,1511103.593,4012031.0,6.0,4097324.0,1024331.0,1991918.154,4012039.0,25.0,50945.0,25472.5,5625.034444,29450.0,21495.0,0.0,0.0,168.0,104.0,1.22030867,0.732185202,0.0,935.0,144.7777778,320.3520633,102625.4444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,162.875,187.0,122.6666667,5.0,935.0,3.0,368.0,237.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
60318.0,6.0,2018-02-16 01:46:15,4334139.0,5.0,3.0,935.0,323.0,935.0,0.0,187.0,418.1447118,323.0,0.0,107.6666667,186.4841369,290.2537274,1.845810667,619162.7143,1573398.786,4186439.0,8.0,4334139.0,1083534.75,2069194.643,4186447.0,47.0,116546.0,58273.0,54865.82937,97069.0,19477.0,0.0,0.0,168.0,104.0,1.153631667,0.692179,0.0,935.0,139.7777778,316.7636255,100339.1944,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157.25,187.0,107.6666667,5.0,935.0,3.0,323.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
56576.0,6.0,2018-02-16 01:47:11,4255389.0,4.0,5.0,935.0,337.0,935.0,0.0,233.75,467.5,337.0,0.0,67.4,150.7109817,298.9150933,2.114965283,531923.625,1466901.119,4162121.0,4.0,4226547.0,1408849.0,2384410.049,4162127.0,29666.0,93268.0,23317.0,15539.71591,34443.0,313.0,0.0,0.0,136.0,168.0,0.93998457,1.174980713,0.0,935.0,127.2,302.9476669,91777.28889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,141.3333333,233.75,67.4,4.0,935.0,5.0,337.0,219.0,225.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
40018.0,6.0,2018-02-16 01:45:28,5200477.0,5.0,3.0,935.0,380.0,935.0,0.0,187.0,418.1447118,380.0,0.0,126.6666667,219.3931023,252.8614202,1.538320427,742925.2857,1930901.732,5121312.0,7.0,5200477.0,1300119.25,2547726.106,5121319.0,32.0,77812.0,38906.0,54673.49632,77566.0,246.0,0.0,0.0,168.0,104.0,0.961450267,0.57687016,0.0,935.0,146.1111111,321.4204585,103311.1111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,164.375,187.0,126.6666667,5.0,935.0,3.0,380.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,5121312.0,0.0,5121312.0,5121312.0,Benign
41458.0,6.0,2018-02-16 01:48:18,4286809.0,5.0,3.0,935.0,353.0,935.0,0.0,187.0,418.1447118,353.0,0.0,117.6666667,203.804645,300.4565867,1.86618998,612401.2857,1559705.244,4148540.0,5.0,4286809.0,1071702.25,2051606.968,4148547.0,21.0,96130.0,48065.0,67467.88642,95772.0,358.0,0.0,0.0,168.0,104.0,1.166368737,0.699821242,0.0,935.0,143.1111111,319.0820602,101813.3611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,161.0,187.0,117.6666667,5.0,935.0,3.0,353.0,237.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50102.0,6.0,2018-02-16 01:48:10,4303193.0,5.0,3.0,935.0,352.0,935.0,0.0,187.0,418.1447118,352.0,0.0,117.3333333,203.2272948,299.0802411,1.859084638,614741.8571,1601860.674,4247122.0,8.0,4303193.0,1075798.25,2114382.174,4247130.0,62.0,55588.0,27794.0,38834.30442,55254.0,334.0,0.0,0.0,168.0,104.0,1.161927899,0.697156739,0.0,935.0,143.0,319.0,101761.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.875,187.0,117.3333333,5.0,935.0,3.0,352.0,237.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
56568.0,6.0,2018-02-16 01:45:52,4793130.0,5.0,3.0,935.0,369.0,935.0,0.0,187.0,418.1447118,369.0,0.0,123.0,213.0422493,272.0560469,1.669055502,684732.8571,1782247.58,4726366.0,4.0,4793130.0,1198282.5,2352110.674,4726370.0,101.0,34458.0,17229.0,16928.13634,29199.0,5259.0,0.0,0.0,168.0,104.0,1.043159689,0.625895813,0.0,935.0,144.8888889,320.4393252,102681.3611,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,163.0,187.0,123.0,5.0,935.0,3.0,369.0,237.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
48012.0,6.0,2018-02-16 01:46:09,4043806.0,5.0,3.0,935.0,308.0,935.0,0.0,187.0,418.1447118,308.0,0.0,102.6666667,177.8238829,307.3836875,1.978334272,577686.5714,1493496.135,3964380.0,7.0,4043806.0,1010951.5,1969055.761,3964388.0,16.0,32321.0,16160.5,13756.76243,25888.0,6433.0,0.0,0.0,168.0,104.0,1.23645892,0.741875352,0.0,935.0,138.1111111,315.7168211,99677.11111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,155.375,187.0,102.6666667,5.0,935.0,3.0,308.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
39280.0,6.0,2018-02-16 01:46:56,5101558.0,5.0,4.0,935.0,348.0,935.0,0.0,187.0,418.1447118,348.0,0.0,87.0,174.0,251.4917992,1.764166947,637694.75,1415016.703,4030070.0,3.0,5101558.0,1275389.5,2511568.967,5042595.0,23.0,1063298.0,354432.6667,570414.0226,1012522.0,1703.0,0.0,0.0,168.0,144.0,0.980092748,0.784074199,0.0,935.0,128.3,303.8128262,92302.23333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,142.5555556,187.0,87.0,5.0,935.0,4.0,348.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
45376.0,6.0,2018-02-16 01:48:06,3970390.0,5.0,3.0,935.0,359.0,935.0,0.0,187.0,418.1447118,359.0,0.0,119.6666667,207.2687466,325.9125678,2.014915411,567198.5714,1458232.382,3873873.0,6.0,3970390.0,992597.5,1921219.246,3873879.0,17.0,84684.0,42342.0,5734.635995,46397.0,38287.0,0.0,0.0,168.0,104.0,1.259322132,0.755593279,0.0,935.0,143.7777778,319.5812799,102132.1944,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,161.75,187.0,119.6666667,5.0,935.0,3.0,359.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
44112.0,6.0,2018-02-16 01:48:27,5241605.0,5.0,6.0,935.0,1464.0,935.0,0.0,187.0,418.1447118,366.0,0.0,244.0,189.0015873,457.6842398,2.098593847,524160.5,1292529.14,4176242.0,5.0,5241605.0,1310401.25,1967814.818,4176250.0,141.0,1021019.0,204203.8,181438.5748,482497.0,318.0,0.0,0.0,168.0,200.0,0.953906294,1.144687553,0.0,935.0,199.9166667,290.8371798,84586.26515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,218.0909091,187.0,244.0,5.0,935.0,6.0,1464.0,237.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
32800.0,6.0,2018-02-16 01:46:45,4477285.0,5.0,3.0,935.0,313.0,935.0,0.0,187.0,418.1447118,313.0,0.0,104.3333333,180.7106343,278.7403527,1.786797133,639612.1429,1671427.873,4430011.0,6.0,4477285.0,1119321.25,2207163.5,4430017.0,34.0,29371.0,14685.5,2232.336108,16264.0,13107.0,0.0,0.0,168.0,104.0,1.116748208,0.670048925,0.0,935.0,138.6666667,316.0573524,99892.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,187.0,104.3333333,5.0,935.0,3.0,313.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
45636.0,6.0,2018-02-16 01:48:06,4155881.0,5.0,3.0,935.0,357.0,935.0,0.0,187.0,418.1447118,357.0,0.0,119.0,206.1140461,310.8847438,1.924982934,593697.2857,1530228.963,4063719.0,5.0,4155881.0,1038970.25,2016631.747,4063728.0,80.0,53900.0,26950.0,14746.00481,37377.0,16523.0,0.0,0.0,168.0,104.0,1.203114334,0.7218686,0.0,935.0,143.5555556,319.4135686,102025.0278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,161.5,187.0,119.0,5.0,935.0,3.0,357.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
57762.0,6.0,2018-02-16 01:47:32,4286666.0,4.0,5.0,935.0,310.0,935.0,0.0,233.75,467.5,310.0,0.0,62.0,138.6362146,290.435504,2.099533764,535833.25,1434635.952,4083735.0,8.0,4286152.0,1428717.333,2300073.912,4083743.0,42306.0,202931.0,50732.75,75363.15356,159746.0,226.0,0.0,0.0,136.0,168.0,0.933126117,1.166407646,0.0,935.0,124.5,300.9840343,90591.38889,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,138.3333333,233.75,62.0,4.0,935.0,5.0,310.0,219.0,225.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
52792.0,6.0,2018-02-16 01:45:52,4617410.0,5.0,3.0,935.0,346.0,935.0,0.0,187.0,418.1447118,346.0,0.0,115.3333333,199.7631931,277.4282552,1.732573023,659630.0,1718014.855,4555533.0,8.0,4617410.0,1154352.5,2267539.959,4555541.0,26.0,15671.0,7835.5,9857.775637,14806.0,865.0,0.0,0.0,168.0,104.0,1.082858139,0.649714883,0.0,935.0,142.3333333,318.5145209,101451.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,160.125,187.0,115.3333333,5.0,935.0,3.0,346.0,219.0,211.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
